,Site_Id,Site_Location,Date,Time,Ws_hourly_avg,Wd_hourly_avg,Amb_temp_hourly_avg,Humidity_hourly_avg,Nox_hourly_avg,No_hourly_avg,So2_hourly_avg,No2_hourly_avg,O3_hourly_avg,Co_hourly_avg,Pm10_hourly_avg
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000205,0200,2.9   ,305   ,20.7  ,N/A  ,0.059   ,0.035   ,0.005   ,0.024   ,CAL     ,1.80    ,N/A     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000205,0300,3.5   ,340   ,21.6  ,N/A  ,0.038   ,0.015   ,0.004   ,0.023   ,0.008   ,1.60    ,N/A     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000205,0400,3.3   ,311   ,21.4  ,N/A  ,0.024   ,0.009   ,0.004   ,0.015   ,0.010   ,1.31    ,N/A     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000205,0500,3.8   ,320   ,21.2  ,N/A  ,0.010   ,0.002   ,0.003   ,0.008   ,0.014   ,0.94    ,N/A     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000205,0600,4.0   ,324   ,21.0  ,N/A  ,0.010   ,0.003   ,0.003   ,0.007   ,0.012   ,0.93    ,N/A     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000205,0700,3.8   ,325   ,20.8  ,N/A  ,0.015   ,0.006   ,0.003   ,0.009   ,0.010   ,1.04    ,N/A     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000205,0800,3.7   ,336   ,20.5  ,N/A  ,0.019   ,0.007   ,0.003   ,0.012   ,0.009   ,1.17    ,N/A     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000205,0900,5.7   ,6     ,22.7  ,N/A  ,0.013   ,0.003   ,0.004   ,0.010   ,0.027   ,1.06    ,N/A     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000205,1000,7.7   ,19    ,26.3  ,N/A  ,0.014   ,0.004   ,0.005   ,0.010   ,0.037   ,1.03    ,N/A     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000205,1100,7.9   ,33    ,29.6  ,N/A  ,0.014   ,0.004   ,0.006   ,0.010   ,0.045   ,0.97    ,N/A     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000205,1200,9.1   ,29    ,31.2  ,N/A  ,0.013   ,0.004   ,0.005   ,0.009   ,0.052   ,0.92    ,N/A     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000205,1300,8.2   ,66    ,32.8  ,N/A  ,0.012   ,0.004   ,0.005   ,0.008   ,0.065   ,0.91    ,N/A     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000205,1400,8.9   ,81    ,33.5  ,N/A  ,0.008   ,0.003   ,0.005   ,0.005   ,0.065   ,0.74    ,N/A     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000205,1500,6.3   ,102   ,33.6  ,N/A  ,0.008   ,0.002   ,0.005   ,0.006   ,0.069   ,0.71    ,N/A     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000205,1600,5.2   ,192   ,32.5  ,N/A  ,0.010   ,0.003   ,0.008   ,0.007   ,0.079   ,0.79    ,N/A     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000205,1700,6.3   ,248   ,31.5  ,N/A  ,0.010   ,0.003   ,0.005   ,0.007   ,0.056   ,0.76    ,N/A     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000205,1800,5.8   ,276   ,30.9  ,N/A  ,0.011   ,0.003   ,0.005   ,0.008   ,0.045   ,0.78    ,N/A     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000205,1900,3.2   ,290   ,27.7  ,N/A  ,0.011   ,0.003   ,0.005   ,0.008   ,0.042   ,0.77    ,N/A     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000205,2000,3.3   ,305   ,25.1  ,N/A  ,0.048   ,0.021   ,0.006   ,0.027   ,0.015   ,1.45    ,N/A     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000205,2100,3.8   ,304   ,23.2  ,N/A  ,0.076   ,0.046   ,0.007   ,0.030   ,0.005   ,2.16    ,N/A     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000205,2200,3.6   ,310   ,22.6  ,N/A  ,0.103   ,0.070   ,CAL     ,0.033   ,0.002   ,2.61    ,N/A     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000205,2300,3.6   ,312   ,22.8  ,N/A  ,0.087   ,0.061   ,N/A     ,0.026   ,0.002   ,CAL     ,N/A     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000205,2400,3.6   ,313   ,23.1  ,N/A  ,CAL     ,CAL     ,N/A     ,CAL     ,0.002   ,1.91    ,N/A     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000206,0100,3.3   ,312   ,22.8  ,N/A  ,0.045   ,0.024   ,N/A     ,0.021   ,CAL     ,1.52    ,N/A     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000206,0200,3.5   ,314   ,22.0  ,N/A  ,0.025   ,0.008   ,N/A     ,0.017   ,0.008   ,1.08    ,N/A     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000206,0300,3.6   ,324   ,22.4  ,N/A  ,0.023   ,0.008   ,N/A     ,0.015   ,0.009   ,1.08    ,N/A     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000206,0400,3.1   ,307   ,22.4  ,N/A  ,0.018   ,0.005   ,N/A     ,0.013   ,0.009   ,1.00    ,N/A     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000206,0500,4.2   ,331   ,22.0  ,N/A  ,0.013   ,0.005   ,N/A     ,0.008   ,0.011   ,0.85    ,N/A     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000206,0600,5.1   ,337   ,22.5  ,N/A  ,0.007   ,0.001   ,N/A     ,0.006   ,0.022   ,0.72    ,N/A     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000206,0700,4.0   ,337   ,22.1  ,N/A  ,0.011   ,0.003   ,N/A     ,0.008   ,0.018   ,0.80    ,N/A     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000206,0800,4.0   ,329   ,21.5  ,N/A  ,0.020   ,0.006   ,N/A     ,0.014   ,0.012   ,0.93    ,N/A     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000206,0900,6.1   ,356   ,23.1  ,N/A  ,0.015   ,0.004   ,N/A     ,0.011   ,0.024   ,0.94    ,N/A     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000206,1000,9.7   ,23    ,26.2  ,N/A  ,0.010   ,0.002   ,N/A     ,0.008   ,0.041   ,0.80    ,N/A     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000206,1100,10.9  ,20    ,29.3  ,N/A  ,0.012   ,0.003   ,N/A     ,0.009   ,0.047   ,0.79    ,N/A     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000206,1200,9.6   ,11    ,32.6  ,N/A  ,0.010   ,0.003   ,N/A     ,0.007   ,0.055   ,0.73    ,N/A     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000206,1300,9.7   ,11    ,34.7  ,N/A  ,0.012   ,0.004   ,N/A     ,0.008   ,0.066   ,0.76    ,N/A     
